# шкаф;l1;l2;lo;система
119461;6;2;8;3641(1) 3666(1) 4461(2) 5468(1) 8443(1) 10010(2) 11219(1) 12039(1)
119485;6;2;8;810(1) 5233(2) 5669(1) 5688(1) 7592(1) 8213(1) 8583(1) 14868(2)
120022;6;2;8;310(1) 452(2) 4176(1) 6147(2) 6176(1) 7381(1) 13348(1) 13356(1)
121104;6;2;8;793(2) 1304(1) 3548(1) 6470(1) 7717(2) 9592(1) 11385(1) 12681(1)
122900;5;3;8;192(2) 863(1) 996(1) 1009(2) 2074(2) 3200(1) 6929(1) 13026(1)
141045;5;3;8;910(1) 1413(2) 5648(1) 7197(2) 7370(2) 8497(1) 13860(1) 14896(1)
93452;6;2;8;9522(1) 10175(1) 10629(2) 11421(1) 11514(1) 11992(1) 12125(1) 12234(2)
121680;6;2;8;410(1) 992(1) 4417(2) 4478(1) 5784(1) 8294(1) 9340(1) 14803(2)
93793;5;3;8;6185(2) 6847(1) 6904(2) 8160(2) 8443(1) 9785(1) 14757(1) 15457(1)
41348;1;6;7;11124(2) 11562(2) 12259(1) 12333(2) 13765(2) 14248(2) 15105(2)
41909;2;5;7;7503(1) 7504(2) 9867(2) 11112(1) 14861(2) 15608(2) 15972(2)
42098;2;5;7;6475(2) 8936(1) 11608(2) 12637(1) 12704(2) 12851(2) 15799(2)
42242;6;1;7;1112(1) 10105(1) 11665(1) 13519(1) 13524(1) 14656(2) 15474(1)
42359;6;1;7;3005(1) 8043(1) 12741(1) 13322(2) 13427(1) 13631(1) 15159(1)
42497;6;1;7;2959(1) 9828(1) 11515(2) 12101(1) 13018(1) 14147(1) 15052(1)
42864;6;1;7;6257(1) 7842(1) 10237(2) 11877(1) 13383(1) 13509(1) 13673(1)
43029;6;1;7;2483(1) 8906(2) 10633(1) 11376(1) 13018(1) 14526(1) 15123(1)
43320;4;3;7;6701(1) 8138(2) 11093(2) 11174(1) 12250(1) 12258(1) 13356(2)
43705;6;1;7;3641(1) 6934(1) 10111(1) 10179(1) 13421(1) 13508(1) 15927(2)
44080;5;2;7;6928(2) 7623(1) 8576(2) 11327(1) 11800(1) 11908(1) 14353(1)
44299;5;2;7;956(1) 8429(1) 10572(2) 10942(2) 13335(1) 13349(1) 14309(1)
44422;4;3;7;2456(1) 8331(2) 9237(2) 10643(1) 12515(1) 13062(2) 15247(1)
44509;6;1;7;2070(1) 7665(1) 10705(2) 11049(1) 11908(1) 12967(1) 14863(1)
44769;3;4;7;4036(2) 6243(2) 9566(2) 10069(1) 10404(1) 14125(1) 16028(2)
44815;6;1;7;2736(1) 3641(1) 9887(2) 13132(1) 13413(1) 13568(1) 13993(1)
44820;3;4;7;548(1) 7836(1) 8510(2) 10404(1) 11995(2) 15081(2) 15986(2)
44986;6;1;7;5924(1) 8475(1) 9668(1) 10407(1) 10746(1) 11681(1) 13023(2)
46595;5;2;7;2304(1) 6251(2) 7098(1) 9510(1) 13389(1) 13512(2) 14261(1)
47368;6;1;7;1221(1) 2486(1) 4346(1) 12531(1) 14488(1) 14834(2) 15007(1)
47628;0;7;7;3203(2) 4836(2) 5819(2) 9556(2) 12667(2) 13138(2) 15164(2)
47661;6;1;7;4611(1) 5993(1) 7251(1) 10524(1) 10962(1) 11770(1) 13221(2)
48384;5;2;7;3052(1) 5243(1) 6584(1) 9601(1) 9844(1) 13034(2) 15703(2)
49044;6;1;7;1746(1) 2975(1) 3740(1) 8135(1) 14643(1) 14994(2) 15636(1)
49070;6;1;7;4586(2) 5357(1) 6302(1) 7861(1) 11643(1) 12067(1) 14000(1)
49217;3;4;7;1515(2) 2250(1) 6052(2) 8604(2) 12882(1) 14292(1) 15987(2)
49245;4;3;7;1253(1) 4795(2) 7508(1) 9423(2) 10254(2) 13988(1) 14314(1)
49481;6;1;7;531(2) 7205(1) 7241(1) 8191(1) 10403(1) 12399(1) 15205(1)
49728;6;1;7;4318(1) 5137(1) 6349(1) 7067(1) 11321(2) 12679(1) 13870(1)
50496;0;7;7;2048(2) 2620(2) 3250(2) 10412(2) 12568(2) 13501(2) 14952(2)
50869;6;1;7;804(1) 2204(1) 7790(2) 8498(1) 11928(1) 13128(1) 14303(1)
51176;6;1;7;3493(1) 5381(1) 5719(1) 6322(1) 10938(1) 11005(1) 15269(2)
51332;5;2;7;1857(1) 4163(1) 4778(1) 8297(2) 8695(1) 14266(1) 15801(2)
51408;6;1;7;2694(2) 2794(1) 6708(1) 9672(1) 10766(1) 11140(1) 13964(1)
51921;6;1;7;3378(1) 6044(1) 6330(1) 8249(1) 9540(2) 9826(1) 13508(1)
52182;6;1;7;2982(1) 5677(1) 5889(1) 6184(1) 10918(2) 11889(1) 12887(1)
52572;5;2;7;121(1) 2976(1) 7481(2) 7777(1) 10517(1) 12777(2) 14120(1)
52909;4;3;7;3711(1) 4070(2) 5742(2) 6773(1) 6939(2) 13181(1) 14792(1)
52943;6;1;7;1634(1) 6244(1) 6510(1) 6818(1) 8480(1) 11808(1) 13650(2)
53352;6;1;7;2091(1) 3493(1) 4409(1) 4750(1) 12041(1) 12466(2) 15241(1)
53387;5;2;7;3778(1) 4627(2) 5932(1) 5976(1) 10363(1) 10868(1) 12891(2)
53795;2;5;7;3255(2) 5810(2) 5813(1) 6250(2) 8115(2) 8843(1) 15626(2)
53821;1;6;7;712(2) 2077(2) 2869(2) 6512(1) 10958(2) 14949(2) 15597(2)
54650;6;1;7;380(1) 478(1) 5048(2) 9426(1) 9712(1) 11758(1) 15435(1)
54782;6;1;7;3921(1) 6022(1) 6190(1) 7772(1) 8707(2) 9024(1) 10373(1)
55646;6;1;7;644(1) 805(1) 7803(1) 8359(1) 9375(2) 10594(1) 12772(1)
55666;6;1;7;3241(1) 5453(2) 5769(1) 7150(1) 7338(1) 10276(1) 11082(1)
55826;3;4;7;3356(2) 4300(1) 5392(2) 6712(1) 6713(2) 8800(2) 14751(1)
56765;2;5;7;180(1) 6711(2) 6804(2) 7892(2) 8488(2) 8981(2) 9144(1)
57146;6;1;7;2169(1) 2202(1) 2206(2) 6350(1) 10459(1) 11928(1) 12094(1)
57921;4;3;7;2919(2) 2920(2) 4005(2) 5389(1) 5974(1) 9969(1) 14674(1)
59499;6;1;7;1763(2) 2552(1) 4513(1) 4537(1) 6578(1) 7924(1) 14210(1)
59674;5;2;7;434(2) 665(2) 1314(1) 4855(1) 6283(1) 12521(1) 15493(1)
60519;6;1;7;1188(1) 2221(2) 3001(1) 6423(1) 6432(1) 6433(1) 13380(1)
60619;6;1;7;1344(2) 1439(1) 1967(1) 2554(1) 7622(1) 9213(1) 14679(1)
60704;6;1;7;212(1) 3349(1) 3847(1) 4806(2) 5822(1) 9955(1) 10589(1)
61058;3;4;7;1328(2) 1682(2) 2136(1) 2363(2) 5401(1) 9309(2) 15212(1)
61220;3;4;7;265(2) 2163(2) 2640(1) 4507(1) 5988(2) 9934(1) 11349(2)
61366;5;2;7;335(1) 1322(1) 1468(1) 3153(1) 6849(2) 9033(2) 14096(1)
62922;6;1;7;1179(1) 1622(1) 2926(1) 4548(1) 4552(2) 5416(1) 6977(1)
63088;6;1;7;210(2) 1989(1) 2157(1) 2998(1) 4107(1) 5562(1) 8459(1)
63166;6;1;7;97(1) 111(1) 230(2) 883(1) 4736(1) 8279(1) 10060(1)
63791;4;3;7;7791(2) 9817(1) 10628(2) 12623(2) 13413(1) 15217(1) 15241(1)
69832;4;3;7;3000(2) 3690(1) 9877(2) 11931(2) 13319(1) 13514(1) 14672(1)
72443;5;2;7;4171(1) 4492(1) 7497(2) 8708(1) 10227(1) 12394(1) 14389(2)
83480;3;4;7;686(2) 1334(2) 2950(1) 4534(1) 5887(1) 10986(2) 14593(2)
65434;5;2;7;8051(2) 9570(1) 10049(1) 10922(2) 11727(1) 12801(1) 14934(1)
70529;2;5;7;1972(2) 3011(2) 6420(2) 10074(2) 11726(1) 11830(1) 13992(2)
91470;5;2;7;1715(2) 2157(1) 9273(1) 13860(1) 14509(2) 15229(1) 15442(1)
91499;5;2;7;1054(2) 8112(2) 13971(1) 14073(1) 14411(1) 15449(1) 15861(1)
93044;4;3;7;1273(2) 3283(2) 12554(1) 13240(1) 13459(2) 15626(1) 15909(1)
105344;3;4;7;1038(2) 2917(1) 6167(2) 6335(1) 9502(1) 10762(2) 12635(2)
112853;4;3;7;69(1) 1665(2) 4701(1) 6420(1) 7621(2) 9463(2) 11014(1)
63562;2;5;7;11695(2) 12907(2) 14082(1) 14318(1) 14319(2) 14322(2) 14369(2)
81738;5;2;7;1400(1) 1582(1) 6856(2) 9446(1) 9990(1) 13508(1) 14333(2)
92879;4;3;7;5634(1) 6046(2) 8822(1) 10538(1) 13664(2) 14159(1) 15089(2)
93599;5;2;7;5670(2) 7316(1) 10111(1) 11319(1) 12825(1) 14619(1) 15556(2)
95142;5;2;7;7288(2) 8104(1) 9642(1) 9740(2) 12399(1) 13971(1) 13985(1)
96056;5;2;7;7017(2) 7655(1) 7831(1) 12628(2) 14933(1) 14961(1) 15681(1)
96090;5;2;7;1814(1) 6293(2) 8520(1) 9501(1) 12857(1) 13657(2) 15494(1)
97508;5;2;7;542(1) 3577(2) 5750(1) 5755(1) 11412(1) 12808(2) 14540(1)
98949;4;3;7;5797(1) 9340(2) 9590(1) 9829(2) 11630(1) 11646(2) 15734(1)
100412;4;3;7;5351(1) 7492(2) 8897(1) 10055(2) 13682(2) 15057(1) 15140(1)
102346;3;4;7;1472(2) 7201(2) 8676(1) 10935(2) 12976(1) 13538(2) 13945(1)
106138;5;2;7;3835(1) 7226(1) 8321(1) 8912(2) 9976(2) 12958(1) 13935(1)
107930;5;2;7;1164(2) 3005(1) 9887(1) 10333(1) 11627(2) 12198(1) 15118(1)
115613;4;3;7;1736(1) 1943(1) 6978(2) 8292(2) 8371(2) 11131(1) 15192(1)
100609;5;2;7;2513(1) 3013(1) 3707(2) 13393(1) 13631(1) 14070(2) 15662(1)
112626;5;2;7;2166(1) 2557(2) 3509(2) 3565(1) 12085(1) 13285(1) 14435(1)
123152;5;2;7;5424(2) 11623(1) 13508(1) 13846(2) 14645(1) 15184(1) 15293(1)
123216;5;2;7;8951(2) 12095(1) 12179(1) 13425(1) 13678(1) 13783(1) 15393(2)
123438;5;2;7;945(2) 9523(2) 11120(1) 12231(1) 13259(1) 15118(1) 15134(1)
123891;5;2;7;6333(2) 9320(2) 11620(1) 12532(1) 14300(1) 15592(1) 15911(1)
124234;5;2;7;5451(1) 11745(1) 13204(1) 14334(1) 14454(1) 15377(2) 15830(2)
124256;5;2;7;1039(2) 7323(1) 11163(1) 11288(1) 11793(1) 11845(2) 15272(1)
124575;4;3;7;2680(2) 10360(1) 11174(1) 11355(1) 12109(2) 14031(2) 14616(1)
125193;5;2;7;459(2) 7331(1) 7808(1) 9702(2) 11987(1) 14692(1) 15481(1)
125459;5;2;7;7740(1) 8068(2) 8082(1) 8090(1) 11993(1) 14845(2) 15959(1)
125493;5;2;7;753(1) 5070(1) 9358(1) 9929(1) 15551(1) 15737(2) 16010(2)
125822;5;2;7;5479(2) 9427(2) 9636(1) 9858(1) 9864(1) 11232(1) 15578(1)
125840;5;2;7;5134(2) 7812(2) 10933(1) 12889(1) 13132(1) 13690(1) 13967(1)
126282;5;2;7;7787(1) 7949(1) 7975(2) 9990(1) 11746(1) 12444(2) 15309(1)
126289;5;2;7;1007(2) 3973(2) 6409(1) 12100(1) 12408(1) 15656(1) 15934(1)
126407;5;2;7;3165(2) 5400(1) 6356(1) 11196(1) 15013(1) 15127(2) 15433(1)
126795;5;2;7;3940(1) 6920(1) 10365(1) 10609(2) 11559(1) 13457(1) 13474(2)
127472;5;2;7;2225(1) 5623(1) 8761(2) 10867(1) 12292(2) 13204(1) 15680(1)
127655;5;2;7;3812(2) 4786(1) 6702(1) 9302(2) 13541(1) 14096(1) 14851(1)
128524;5;2;7;3837(2) 4381(1) 9176(2) 10423(1) 10681(1) 11859(1) 15576(1)
128582;5;2;7;2176(1) 3918(1) 6314(2) 12108(1) 12359(1) 12869(2) 14744(1)
129068;5;2;7;3542(2) 4125(1) 5451(1) 7293(2) 7426(1) 12581(1) 14014(1)
129864;5;2;7;870(2) 1247(1) 11397(1) 11792(1) 11796(2) 13065(1) 15127(1)
130424;5;2;7;800(1) 5242(2) 9374(1) 9718(1) 11393(1) 13508(1) 15319(2)
131134;4;3;7;462(1) 982(1) 3598(2) 10354(2) 12367(2) 14264(1) 15467(1)
132171;5;2;7;327(2) 5451(1) 5805(2) 9902(1) 12267(1) 13406(1) 14545(1)
132186;5;2;7;1148(1) 4421(1) 8497(1) 8881(2) 9918(2) 11906(1) 12958(1)
132722;5;2;7;3677(1) 6556(1) 7126(1) 8587(1) 10064(2) 11876(1) 13146(2)
132820;4;3;7;1224(2) 6169(1) 6171(2) 10639(1) 11355(1) 11592(1) 14582(2)
134136;5;2;7;4920(2) 6113(1) 6334(1) 8113(1) 10480(1) 10774(2) 11397(1)
134651;5;2;7;3779(2) 4090(1) 6476(2) 6649(1) 7263(1) 11623(1) 13897(1)
138754;5;2;7;2852(1) 3457(2) 8070(1) 8312(2) 8585(1) 8587(1) 12447(1)
140244;5;2;7;3307(1) 5714(2) 5987(1) 6435(1) 7164(2) 7512(1) 14756(1)
142052;5;2;7;1076(1) 1156(2) 6259(2) 10294(1) 12186(1) 13057(1) 14053(1)
145283;5;2;7;1194(1) 4182(2) 5451(1) 5596(2) 7133(1) 8735(1) 9726(1)
146227;4;3;7;3025(1) 3078(2) 5449(2) 5806(1) 8944(1) 9682(2) 10257(1)
153214;5;2;7;336(1) 1338(2) 1719(2) 4318(1) 4381(1) 5409(1) 5539(1)
63547;5;1;6;10847(2) 13412(1) 13475(1) 15331(1) 15518(1) 15611(1)
63974;2;4;6;3962(2) 10032(2) 14604(2) 14614(2) 15741(1) 15934(1)
64184;5;1;6;9088(1) 10313(1) 11577(2) 11638(1) 15227(1) 15228(1)
64544;5;1;6;5112(1) 5464(1) 14049(1) 14617(1) 15763(2) 15893(1)
64769;5;1;6;3026(1) 8153(1) 13688(1) 14299(2) 15282(1) 15283(1)
64930;5;1;6;7148(2) 10043(1) 11531(1) 11873(1) 14172(1) 14284(1)
65857;5;1;6;2069(1) 10596(1) 10753(1) 12073(2) 15049(1) 15286(1)
66083;3;3;6;3425(2) 10930(2) 11008(2) 11674(1) 13622(1) 14530(1)
66470;5;1;6;3588(1) 8723(1) 11001(1) 11964(1) 14092(2) 14880(1)
66789;3;3;6;3068(1) 7346(1) 10386(2) 12390(2) 15146(1) 15150(2)
68314;5;1;6;4165(1) 6048(1) 9284(1) 10455(2) 14885(1) 15696(1)
68843;5;1;6;7819(1) 8295(1) 10231(2) 10403(1) 10685(1) 12257(1)
69657;5;1;6;4546(1) 5366(2) 8022(1) 10526(1) 14618(1) 15268(1)
70764;1;5;6;5560(1) 7399(2) 7746(2) 10011(2) 10513(2) 15492(2)
71847;5;1;6;872(1) 1728(1) 10094(2) 10493(1) 15984(1) 16005(1)
72180;4;2;6;3559(1) 7074(2) 7356(1) 7674(2) 13793(1) 15289(1)
73169;2;4;6;2945(1) 3872(2) 8862(1) 11536(2) 11550(2) 14708(2)
73808;5;1;6;596(1) 3832(1) 8080(2) 9969(1) 14805(1) 15426(1)
74285;5;1;6;1467(1) 7015(2) 8909(1) 10267(1) 11583(1) 12883(1)
74416;5;1;6;3991(1) 6083(2) 7655(1) 10668(1) 11126(1) 12416(1)
74476;1;5;6;2853(2) 7130(2) 7989(1) 8189(2) 11164(2) 14556(2)
75068;3;3;6;3951(1) 4067(1) 5256(1) 9642(2) 14032(2) 14188(2)
75853;5;1;6;6533(1) 6637(1) 7083(1) 7878(1) 8484(2) 13508(1)
76099;5;1;6;1070(1) 1644(1) 8409(1) 9982(2) 13362(1) 15353(1)
77942;5;1;6;2544(2) 3725(1) 8581(1) 8798(1) 11000(1) 12962(1)
77981;5;1;6;978(1) 3241(1) 7838(1) 11375(2) 11387(1) 12746(1)
78269;2;4;6;1658(1) 4259(2) 8878(1) 9456(2) 10293(2) 12683(2)
78746;3;3;6;929(1) 1645(2) 3777(2) 11884(2) 12911(1) 15520(1)
79839;4;2;6;3698(1) 4154(1) 6499(2) 8742(1) 10983(2) 11193(1)
80847;3;3;6;94(2) 5358(1) 7696(2) 7806(1) 8500(1) 14536(2)
80982;2;4;6;2984(2) 3453(2) 4565(1) 8013(1) 10233(2) 14555(2)
81421;5;1;6;704(1) 6824(1) 8377(2) 8587(1) 9041(1) 9665(1)
81481;5;1;6;1746(1) 3741(1) 5136(2) 5679(1) 11292(1) 15510(1)
82011;5;1;6;20(1) 4369(1) 6012(1) 7414(1) 9720(2) 14889(1)
83411;5;1;6;225(2) 2932(1) 4195(1) 6232(1) 12461(1) 14325(1)
83805;5;1;6;2183(1) 2996(1) 5586(2) 6470(1) 8226(1) 14317(1)
84456;5;1;6;1532(1) 3822(1) 5387(1) 6728(2) 8261(1) 13058(1)
84771;5;1;6;117(1) 3459(1) 4567(1) 4573(1) 10883(1) 14655(2)
85561;4;2;6;651(1) 1076(1) 1225(1) 7798(2) 10781(2) 15441(1)
85643;4;2;6;2933(1) 3359(2) 3556(1) 7332(1) 8169(1) 11446(2)
85745;3;3;6;330(2) 4824(1) 5229(2) 5616(1) 8285(1) 12337(2)
87284;1;5;6;1997(2) 2000(2) 2098(2) 6474(2) 10566(1) 10591(2)
89195;3;3;6;309(1) 923(2) 3780(2) 4069(1) 7604(2) 12075(1)
89617;2;4;6;2671(2) 2735(2) 3730(1) 3816(1) 6892(2) 7427(2)
89767;4;2;6;746(2) 1279(1) 4815(1) 4837(1) 5773(1) 9288(2)
90205;5;1;6;151(1) 2966(2) 3375(1) 5923(1) 5924(1) 6362(1)
90458;5;1;6;783(2) 1400(1) 1502(1) 2002(1) 5984(1) 11717(1)
91324;3;3;6;4364(2) 13410(1) 14073(2) 14411(1) 15449(1) 15975(2)
91890;3;3;6;7994(2) 10561(2) 10940(2) 14521(1) 15059(1) 15665(1)
92342;3;3;6;10342(1) 10786(1) 11182(2) 14041(2) 14334(2) 14563(1)
96737;4;2;6;4372(2) 8336(1) 8634(1) 12723(2) 14679(1) 15345(1)
109413;4;2;6;5451(1) 6195(2) 6360(1) 7417(2) 8138(1) 10649(1)
96607;4;2;6;1496(2) 5059(2) 10182(1) 11291(1) 13057(1) 15573(1)
123275;4;2;6;1928(2) 3641(1) 11458(2) 13679(1) 13740(1) 15368(1)
124224;4;2;6;8244(1) 11319(1) 11493(2) 11793(2) 12178(1) 14360(1)
124651;4;2;6;5223(1) 6352(2) 11263(1) 11498(1) 11499(1) 14203(2)
124967;4;2;6;462(2) 5154(2) 12947(1) 14004(1) 14287(1) 15635(1)
125014;4;2;6;7226(1) 8217(1) 9446(1) 13997(2) 14919(2) 15024(1)
125535;4;2;6;1055(2) 7737(1) 8908(1) 10325(2) 12938(1) 15474(1)
125584;4;2;6;460(2) 4455(1) 10239(2) 10651(1) 11706(1) 13795(1)
125971;3;3;6;4340(2) 5318(2) 10188(1) 10432(1) 14053(2) 15816(1)
126200;3;3;6;4285(2) 8073(2) 9462(1) 11093(1) 11782(2) 14223(1)
128911;4;2;6;1060(2) 3282(2) 9013(1) 9227(1) 12961(1) 16019(1)
139077;4;2;6;2871(2) 2978(1) 6390(1) 7088(2) 13413(1) 15798(1)
140383;4;2;6;587(2) 860(1) 2893(1) 9775(1) 13395(2) 14030(1)
123145;4;2;6;12072(1) 12409(1) 14407(1) 14877(2) 15009(2) 16007(1)
124532;4;2;6;4651(2) 5307(2) 8622(1) 13937(1) 15005(1) 15202(1)
127134;4;2;6;2037(2) 3517(2) 9771(1) 14627(1) 15817(1) 15818(1)
134052;3;3;6;4958(2) 5226(2) 8097(1) 10603(1) 11340(2) 12086(1)
136827;4;2;6;4708(1) 5949(2) 6180(2) 7526(1) 13400(1) 15923(1)
139871;4;2;6;2495(2) 3403(2) 6662(1) 7623(1) 13897(1) 15707(1)
144189;4;2;6;2220(1) 4599(1) 4727(2) 8209(1) 9950(1) 11153(2)
145613;3;3;6;2881(2) 6032(2) 6069(1) 7023(2) 10644(1) 15407(1)
148390;4;2;6;1333(1) 1369(1) 5175(1) 12344(2) 12924(1) 15907(2)
148931;3;3;6;342(2) 3649(2) 3912(2) 7282(1) 11907(1) 12494(1)
91487;4;1;5;11301(2) 12605(1) 13430(1) 14860(1) 15884(1)
91665;4;1;5;12291(1) 12675(1) 12840(1) 13325(2) 14713(1)
91799;4;1;5;6104(1) 12229(1) 14904(2) 15644(1) 15659(1)
91947;4;1;5;6110(1) 12737(2) 13165(1) 15500(1) 15818(1)
92108;3;2;5;3332(1) 13972(2) 14576(2) 15194(1) 15210(1)
92133;4;1;5;7110(1) 10320(1) 14269(2) 14533(1) 15905(1)
92154;3;2;5;8516(1) 12511(2) 12867(2) 13055(1) 15072(1)
92517;4;1;5;8930(2) 11799(1) 12022(1) 12747(1) 14936(1)
93339;3;2;5;7831(1) 8150(2) 10825(1) 15252(1) 15734(2)
93458;3;2;5;5803(1) 10519(1) 12174(2) 14087(1) 14872(2)
93561;4;1;5;6633(1) 11429(2) 11767(1) 13695(1) 13696(1)
93778;4;1;5;4511(1) 9446(1) 12558(2) 15024(1) 15111(1)
93819;1;4;5;7992(2) 8636(2) 9920(1) 14356(2) 15630(2)
93821;4;1;5;6619(2) 8725(1) 11298(1) 14091(1) 15798(1)
93826;4;1;5;5407(2) 9854(1) 11084(1) 14554(1) 15620(1)
94047;4;1;5;5378(2) 9225(1) 12544(1) 14175(1) 14707(1)
94609;4;1;5;1925(2) 12006(1) 12523(1) 13341(1) 15013(1)
95099;2;3;5;8890(2) 10432(1) 10811(1) 11789(2) 12034(2)
95159;4;1;5;7953(2) 11055(1) 11057(1) 11094(1) 12686(1)
95338;4;1;5;7816(1) 9034(1) 9813(1) 12893(2) 13962(1)
95544;4;1;5;5277(1) 10434(1) 11478(1) 12975(2) 12991(1)
95549;3;2;5;4160(2) 11684(2) 12020(1) 12543(1) 12741(1)
95744;4;1;5;5988(1) 7068(1) 12567(2) 12874(1) 14352(1)
96372;4;1;5;5992(2) 8730(1) 11436(1) 12882(1) 12886(1)
96955;4;1;5;6183(1) 8268(1) 10395(1) 10511(1) 15712(2)
97115;4;1;5;6792(1) 7324(1) 10071(2) 10744(1) 15915(1)
97513;4;1;5;1179(1) 7864(1) 12237(2) 13699(1) 15284(1)
97580;4;1;5;5999(2) 8822(1) 9374(1) 10892(1) 15089(1)
97931;4;1;5;2810(1) 7863(2) 11602(1) 12953(1) 14483(1)
98050;4;1;5;6723(1) 9013(1) 10702(1) 11054(2) 12050(1)
98480;4;1;5;4379(1) 7257(1) 8898(2) 12610(1) 15908(1)
99699;4;1;5;1725(1) 7887(1) 11250(1) 12258(1) 14528(2)
100039;3;2;5;2894(2) 8094(1) 8770(1) 11619(1) 15881(2)
100191;4;1;5;112(1) 7400(1) 9620(1) 14595(2) 15380(1)
100410;4;1;5;1044(2) 4037(1) 11518(1) 14546(1) 15710(1)
100522;4;1;5;1286(1) 9306(2) 10569(1) 10645(1) 14915(1)
100803;4;1;5;2488(1) 6907(1) 10090(1) 11725(1) 15196(2)
101282;3;2;5;294(1) 6819(2) 8242(1) 14983(2) 15572(1)
104213;3;2;5;4996(2) 7703(1) 7704(2) 7705(1) 14949(1)
104676;4;1;5;3909(1) 4499(2) 4892(1) 13446(1) 15896(1)
105332;4;1;5;508(1) 7402(1) 8256(2) 11718(1) 14109(1)
106057;4;1;5;1940(2) 3143(1) 10161(1) 10545(1) 15554(1)
106482;2;3;5;3132(1) 5372(2) 7789(2) 10599(1) 14026(2)
106926;2;3;5;3122(2) 4169(1) 9158(2) 9688(2) 14315(1)
106952;4;1;5;451(1) 5142(1) 8286(2) 12775(1) 13774(1)
106979;4;1;5;6395(1) 6415(1) 7826(1) 8522(2) 11248(1)
107735;3;2;5;3881(2) 5484(1) 6310(1) 9731(2) 14298(1)
108031;4;1;5;929(1) 4234(1) 10651(2) 11706(1) 11884(1)
108448;4;1;5;1625(1) 6453(1) 9790(2) 10428(1) 10689(1)
108692;3;2;5;4221(1) 5977(1) 7667(2) 9951(2) 10936(1)
109828;4;1;5;1462(2) 2555(1) 7694(1) 10967(1) 14961(1)
110738;3;2;5;3286(1) 6145(1) 6146(2) 6815(1) 14370(2)
110780;4;1;5;2957(1) 4272(1) 5738(2) 10024(1) 13729(1)
111369;2;3;5;204(2) 6339(2) 8520(1) 9501(2) 11549(1)
111461;4;1;5;2058(1) 3636(1) 7147(2) 7669(1) 15515(1)
111560;4;1;5;5244(2) 6801(1) 7947(1) 7961(1) 7967(1)
111737;4;1;5;3268(1) 5255(1) 6901(2) 7325(1) 12992(1)
111892;3;2;5;696(1) 2646(1) 7906(2) 9139(1) 15179(2)
112107;4;1;5;5433(1) 5865(2) 7498(1) 7499(1) 9043(1)
112256;4;1;5;4781(1) 6229(1) 6826(2) 8246(1) 9106(1)
112513;4;1;5;1778(1) 2104(1) 6206(2) 11199(1) 13643(1)
112662;2;3;5;42(2) 5376(1) 6448(1) 10172(2) 12729(2)
112995;4;1;5;1883(1) 3464(1) 6594(2) 11175(1) 11337(1)
113522;4;1;5;500(2) 7988(1) 8085(1) 8144(1) 9164(1)
114437;4;1;5;1777(2) 4898(1) 6047(1) 6349(1) 13862(1)
114671;3;2;5;4362(1) 5385(1) 5462(2) 7390(2) 10050(1)
115022;4;1;5;3001(1) 5231(2) 6440(1) 6947(1) 10586(1)
115670;3;2;5;840(2) 1383(1) 1484(2) 13661(1) 14025(1)
115699;4;1;5;1301(1) 3612(1) 4531(2) 6512(1) 15394(1)
115780;4;1;5;118(1) 3675(2) 5851(1) 6378(1) 15212(1)
115785;4;1;5;1407(2) 2463(1) 6606(1) 8482(1) 12267(1)
117119;4;1;5;1784(1) 1801(2) 6006(1) 6542(1) 13373(1)
117646;4;1;5;909(1) 5735(1) 6687(1) 6862(2) 8578(1)
118305;4;1;5;1688(1) 2068(1) 3061(2) 5091(1) 15844(1)
118797;4;1;5;1158(1) 2329(1) 4445(1) 6925(1) 12106(2)
119275;4;1;5;876(1) 2265(1) 5546(1) 6116(1) 11253(2)
119942;3;2;5;375(2) 3984(1) 4297(1) 5497(2) 10479(1)
120064;3;2;5;603(2) 3023(1) 3386(2) 4342(1) 13017(1)
120484;3;2;5;191(1) 3042(2) 4909(1) 7007(1) 8263(2)
121207;3;2;5;716(2) 914(1) 1420(1) 4737(2) 13633(1)
121211;4;1;5;467(2) 3818(1) 3830(1) 4203(1) 9091(1)
121548;4;1;5;732(1) 1390(1) 3077(2) 5063(1) 10070(1)
122084;4;1;5;1520(1) 1859(1) 2343(1) 4866(2) 7650(1)
122431;4;1;5;2158(2) 2378(1) 2658(1) 4333(1) 4639(1)
122679;4;1;5;272(1) 899(2) 1298(1) 5728(1) 5886(1)
122960;2;3;5;14371(2) 14374(2) 14584(2) 14980(1) 15277(1)
123276;2;3;5;4418(2) 12947(1) 13108(1) 14011(2) 14171(2)
127699;3;2;5;889(2) 7777(1) 9873(1) 10730(2) 14588(1)
137701;2;3;5;4887(2) 6585(2) 7092(1) 8215(1) 11509(2)
141085;2;3;5;2880(2) 3634(2) 7564(1) 9590(1) 10565(2)
153252;3;2;5;629(2) 1631(1) 5779(1) 6431(2) 8447(1)
128939;3;2;5;6385(1) 8526(1) 10091(2) 12471(1) 14066(2)
157142;3;2;5;3439(2) 11463(1) 11897(2) 13333(1) 13651(1)
122989;3;1;4;11881(1) 15045(1) 15466(1) 15531(2)
123160;3;1;4;12522(1) 13101(1) 14465(2) 15130(1)
123254;2;2;4;12217(1) 12309(2) 14290(2) 15579(1)
123651;3;1;4;11169(1) 12400(2) 12982(1) 15333(1)
123917;3;1;4;10361(1) 10364(2) 14864(1) 15133(1)
